timestamp,symbol,reason,count
2025-10-24T21:52:31.722492+00:00,IWM,2025-10-25 10:52:23 | INFO | Skipping IWM - strategy return 0.0060 below minimum 0.0150.,1
2025-10-24T21:52:31.722495+00:00,AAPL,no_skip_detected,1
2025-10-24T21:52:31.722497+00:00,MSFT,no_skip_detected,1
2025-10-24T21:52:31.722499+00:00,XLK,2025-10-25 10:52:31 | INFO | Skipping XLK - predicted move -0.0099 above -0.0100 for short entries (MARKETSIM_SYMBOL_MIN_PREDICTED_MOVE_MAP).,1
2025-10-24T22:03:14.210870+00:00,SMH,2025-10-25 11:02:56 | INFO | Skipping SMH - strategy return 0.0048 below minimum 0.0150.,1
2025-10-24T22:03:14.210878+00:00,SOXX,no_skip_detected,1
2025-10-24T22:03:14.210881+00:00,QQQ,2025-10-25 11:03:01 | INFO | Skipping QQQ - strategy return 0.0064 below minimum 0.0150.,1
2025-10-24T22:03:14.210884+00:00,XLY,2025-10-25 11:03:03 | INFO | Skipping XLY - strategy return 0.0059 below minimum 0.0150.,1
2025-10-24T22:03:14.210887+00:00,IWM,no_skip_detected,1
2025-10-24T22:03:14.210889+00:00,AAPL,no_skip_detected,1
2025-10-24T22:03:14.210891+00:00,MSFT,no_skip_detected,1
2025-10-24T22:03:14.210893+00:00,XLK,2025-10-25 11:03:13 | INFO | Skipping XLK - strategy return 0.0072 below minimum 0.0150.,1
2025-10-24T22:06:44.995968+00:00,SMH,2025-10-25 11:06:27 | INFO | Skipping SMH - strategy return 0.0051 below minimum 0.0150.,1
2025-10-24T22:06:44.995980+00:00,SOXX,2025-10-25 11:06:29 | INFO | Skipping SOXX - strategy return 0.0065 below minimum 0.0150.,1
2025-10-24T22:06:44.995985+00:00,QQQ,2025-10-25 11:06:32 | INFO | Skipping QQQ - strategy return 0.0074 below minimum 0.0150.,1
2025-10-24T22:06:44.995988+00:00,XLY,no_skip_detected,1
2025-10-24T22:06:44.995990+00:00,IWM,2025-10-25 11:06:37 | INFO | Skipping IWM - strategy return 0.0070 below minimum 0.0150.,1
2025-10-24T22:06:44.995993+00:00,AAPL,no_skip_detected,1
2025-10-24T22:06:44.995995+00:00,MSFT,no_skip_detected,1
2025-10-24T22:06:44.995997+00:00,XLK,2025-10-25 11:06:44 | INFO | Skipping XLK - strategy return 0.0066 below minimum 0.0150.,1
